101,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 89 /min|peripher kräftig tastbar|RR: 156.094,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,0
351,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 160.098,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,1
352,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 166.102,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,820,Pat. hat keine Schmerzen,2
353,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 161.099,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,3
354,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 167.103,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,820,Pat. hat keine Schmerzen,4
355,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 162.100,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,5
356,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 168.104,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,820,Pat. hat keine Schmerzen,6
357,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 163.101,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,7
358,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 169.105,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,919,104,117,126,135,345,617,418,242,615,748,820,Pat. hat keine Schmerzen,8
359,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 164.102,"wach, orientiert",mittelweit,unauffällig,trocken|rosig|,612,656,430,912,104,117,126,135,345,617,418,242,615,748,812,Pat. hat keine Schmerzen,9
360,,,,,,,,,,,,,,,,,,,,,,,,
,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,0,822,,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/mamorie,,,,,,,,,,,,,,Asystolie,Asystolie,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 89 /min|peripher kräftig tastbar|RR: 156.094,narkotisiert,mittelweit,,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,748,801,,0
751,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 160.098,narkotisiert,mittelweit,,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,801,,1
752,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 166.102,narkotisiert,mittelweit,,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,803,,2
753,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 161.099,narkotisiert,mittelweit,,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,801,,3
754,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 167.103,narkotisiert,mittelweit,,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,803,,4
755,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 162.100,narkotisiert,mittelweit,,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,801,,5
756,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 168.104,narkotisiert,mittelweit,,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,748,803,,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 163.101,narkotisiert,mittelweit,,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,748,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 90 /min|peripher kräftig tastbar|RR: 169.105,narkotisiert,mittelweit,,trocken|rosig,612,656,430,919,104,117,126,135,345,617,418,242,615,748,803,,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 164.102,narkotisiert,mittelweit,,trocken|rosig|,612,656,430,912,104,117,126,135,345,617,418,242,615,748,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
