Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 125/063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,609,401,135,615,722,812,Pat. hat keine Schmerzen,0
102,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 131/067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,609,401,135,615,722,820,Pat. hat keine Schmerzen,1
103,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 126/064,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,609,401,135,615,722,812,Pat. hat keine Schmerzen,2
104,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 132/068,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,609,401,135,615,722,820,Pat. hat keine Schmerzen,3
105,freie Atemwege,Atemfreq: 13 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 102 /min|nur zentral noch tastbar|RR: 55/042,somnolent,mittelweit,unauffällig,feucht|grau,615,663,423,906,104,117,126,135,345,609,401,135,615,725,817,Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,4
215,freie Atemwege,Atemfreq: 15 /min|SpO2: 98 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 92 /min|peripher tastbar|RR: 113/070,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,591,381,112,615,737,833,,5
216,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 99 /min|peripher tastbar|RR: 121/077,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,675,485,137,615,737,824,,6
217,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 96 /min|peripher tastbar|RR: 118/077,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,652,324,189,615,737,833,,7
218,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 103 /min|peripher tastbar|RR: 126/084,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,652,324,189,615,737,824,,8
219,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 100 /min|peripher tastbar|RR: 123/084,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,652,324,189,615,737,833,,9
220,,,,,,,,,,,,,,,,,,,,,,,,
235,freie Atemwege,Atemfreq: 9 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 45 /min|zentral nicht tastbar|RR: 19/018,keine Reaktion,weit,,feucht|grau,615,663,423,912,104,117,126,135,345,591,381,112,615,725,835,Monitoralarm / Pat. verschlechtert sich klinisch,5
236,freie Atemwege,Atemfreq: 11 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 23 /min|zentral nicht tastbar|RR: 0,keine Reaktion,"weit, entrundet",,feucht|grau,615,663,423,926,104,117,126,135,345,675,485,137,615,714,835,Monitoralarm / Pat. verschlechtert sich klinisch,10
237,freie Atemwege,Atemfreq: 9 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 10 /min|zentral nicht tastbar|RR: 0,keine Reaktion,"weit, entrundet",,feucht|grau,615,663,423,912,104,117,126,135,345,652,324,189,615,714,816,Monitoralarm / Pat. verschlechtert sich klinisch,10
238,freie Atemwege,Atemfreq: 11 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 5 /min|zentral nicht tastbar|RR: 0,keine Reaktion,"weit, entrundet",,feucht|grau,615,663,423,919,104,117,126,135,345,652,324,189,615,714,816,Monitoralarm / Pat. verschlechtert sich klinisch,10
239,freie Atemwege,Atemfreq: 9 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 2 /min|zentral nicht tastbar|RR: 0,keine Reaktion,"weit, entrundet",,feucht|grau,615,663,423,912,104,117,126,135,345,652,324,189,615,714,816,Monitoralarm / Pat. verschlechtert sich klinisch,10
240,,,,,,,,,,,,,,,,,,,,,,,,10
255,freie Atemwege,Atemfreq: 15 /min|SpO2: 98 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 92 /min|peripher tastbar|RR: 113/070,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,591,381,112,615,737,833,,5
256,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 99 /min|peripher tastbar|RR: 121/077,somnolent,mittelweit,,trocken|rosig,612,656,423,926,104,117,126,135,345,675,485,137,615,737,824,,6
257,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 96 /min|peripher tastbar|RR: 118/077,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,652,324,189,615,737,833,,7
258,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 103 /min|peripher tastbar|RR: 126/084,somnolent,mittelweit,,trocken|rosig,612,656,423,919,104,117,126,135,345,652,324,189,615,737,824,,8
259,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|Beatmung|beidseitiges AG|normales AG hörbar,Herzfreq: 100 /min|peripher tastbar|RR: 123/084,somnolent,mittelweit,,trocken|rosig,612,656,423,912,104,117,126,135,345,652,324,189,615,737,833,,9
260,,,,,,,,,,,,,,,,,,,,,,,,
275,freie Atemwege,Atemfreq: 11 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 50 /min|zentral nicht tastbar|RR: 26/024,keine Reaktion,weit,,feucht|grau,615,663,423,912,104,117,126,135,345,591,381,112,615,725,835,Monitoralarm / Pat. verschlechtert sich klinisch,5
276,freie Atemwege,Atemfreq: 13 /min|SpO2: n.m. %|Beatmung|nur einseitiges AG hörbar,Herzfreq: 26 /min|zentral nicht tastbar|RR: 1/001,keine Reaktion,"weit, entrundet",,feucht|grau,615,663,423,926,104,117,126,135,345,675,485,137,615,714,835,Monitoralarm / Pat. verschlechtert sich klinisch,10
