Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 13 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 125.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,0
102,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 131.067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,820,Pat. hat keine Schmerzen,1
103,freie Atemwege,Atemfreq: 25 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 147.076,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,906,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,2
233,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 130.062,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,3
234,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 134.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,820,Pat. hat keine Schmerzen,4
235,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 75 /min|peripher tastbar|RR: 127.057,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,5
236,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 131.058,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,820,Pat. hat keine Schmerzen,6
237,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 124.052,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,7
238,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 85 /min|peripher tastbar|RR: 128.053,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,919,103,113,126,135,345,602,446,238,615,722,801,Pat. hat keine Schmerzen,8
239,freie Atemwege,Atemfreq: 11 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 121.047,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig|,612,656,423,912,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,9
240,,,,,,,,,,,,,,,,,,,,,,,,
273,freie Atemwege,Atemfreq: 24 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 152.078,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,833,Pat. hat keine Schmerzen,3
274,freie Atemwege,Atemfreq: 27 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 160.085,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,4
275,freie Atemwege,Atemfreq: 25 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 157.085,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,833,Pat. hat keine Schmerzen,5
276,freie Atemwege,Atemfreq: 28 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 165.092,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,6
277,freie Atemwege,Atemfreq: 26 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 73 /min|peripher kräftig tastbar|RR: 162.092,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,836,Pat. hat keine Schmerzen,7
278,freie Atemwege,Atemfreq: 28 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 170.099,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,919,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,8
279,freie Atemwege,Atemfreq: 27 /min|SpO2: 93 %|normales AG hörbar,Herzfreq: 70 /min|peripher kräftig tastbar|RR: 167.099,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose|,608,656,423,912,103,113,126,135,345,602,446,238,615,722,836,Pat. hat keine Schmerzen,9
280,,,,,,,,,,,,,,,,,,,,,,,,
313,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 73 /min|peripher kräftig tastbar|RR: 131.067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,3
314,freie Atemwege,Atemfreq: 16 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 135.068,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,820,Pat. hat keine Schmerzen,4
315,freie Atemwege,Atemfreq: 14 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 128.062,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,812,Pat. hat keine Schmerzen,5
316,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 132.063,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,820,Pat. hat keine Schmerzen,6
317,freie Atemwege,Atemfreq: 13 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 80 /min|peripher tastbar|RR: 125.057,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,7
318,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 129.058,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,919,103,113,126,135,345,602,446,238,615,722,801,Pat. hat keine Schmerzen,8
319,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 84 /min|peripher tastbar|RR: 122.052,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig|,612,656,423,912,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,9
320,,,,,,,,,,,,,,,,,,,,,,,,
353,freie Atemwege,Atemfreq: 25 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 82 /min|peripher kräftig tastbar|RR: 153.083,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,833,Pat. hat keine Schmerzen,3
354,freie Atemwege,Atemfreq: 28 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 161.090,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,824,Pat. hat keine Schmerzen,4
355,freie Atemwege,Atemfreq: 26 /min|SpO2: 92 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 158.090,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose,608,656,423,912,103,113,126,135,345,602,446,238,615,722,833,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,5
356,freie Atemwege,Atemfreq: 29 /min|SpO2: 92 %|normales AG hörbar,Herzfreq: 80 /min|peripher kräftig tastbar|RR: 166.097,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose,608,656,423,926,103,113,126,135,345,602,446,238,615,722,824,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,6
357,freie Atemwege,Atemfreq: 27 /min|SpO2: 90 %|normales AG hörbar,Herzfreq: 74 /min|peripher kräftig tastbar|RR: 163.097,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose,608,656,423,912,103,113,126,135,345,602,446,238,615,722,836,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,7
358,freie Atemwege,Atemfreq: 29 /min|SpO2: 90 %|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 171.104,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose,608,656,423,919,103,113,126,135,345,602,446,238,615,722,812,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,8
359,freie Atemwege,Atemfreq: 28 /min|SpO2: 88 %|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 168.104,"wach, orientiert",mittelweit,hysterisch,trocken|leichte Zyanose|,608,656,423,912,103,113,126,135,345,602,446,238,615,722,836,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen,9
360,,,,,,,,,,,,,,,,,,,,,,,,
500,,Atemfrequenz: 0 /min|SpO2: n.m. %|Atemstillstand,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
502,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 0 % nicht messbar|Beatmung,Herzfreq: 0 /min|0|RR: 0,keine Reaktion,"weit, entrundet",,kalt|grau/marmoriert,,,,,,,,,,,,,,,,0|sichere Todeszeichen,
551,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 94 %|Beatmung|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 120.063,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,103,113,126,135,345,602,446,238,615,722,801,,10
552,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 95 %|Beatmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 126.067,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,803,,11
553,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 95 %|Beatmung|normales AG hörbar,Herzfreq: 84 /min|peripher kräftig tastbar|RR: 142.076,narkotisiert,mittelweit,,trocken|rosig,612,656,423,906,103,113,126,135,345,602,446,238,615,722,801,,2
713,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 127.065,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,3
714,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 133.069,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,803,,4
715,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 128.066,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,5
716,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 134.070,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,803,,6
717,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 129.067,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,7
718,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 135.071,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,103,113,126,135,345,602,446,238,615,722,803,,8
719,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 99 %|Beatmung|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 130.068,narkotisiert,mittelweit,,trocken|rosig|,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,9
720,,,,,,,,,,,,,,,,,,,,,,,,
753,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 145.075,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,3
754,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 151.079,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,803,,4
755,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 146.076,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,5
756,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 152.080,narkotisiert,mittelweit,,trocken|rosig,612,656,423,926,103,113,126,135,345,602,446,238,615,722,803,,6
757,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 147.077,narkotisiert,mittelweit,,trocken|rosig,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,7
758,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 153.081,narkotisiert,mittelweit,,trocken|rosig,612,656,423,919,103,113,126,135,345,602,446,238,615,722,803,,8
759,künstlicher Atemweg,Atemfreq: 15 /min|SpO2: 100 %|Beatmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 148.078,narkotisiert,mittelweit,,trocken|rosig|,612,656,423,912,103,113,126,135,345,602,446,238,615,722,801,,9
760,,,,,,,,,,,,,,,,,,,,,,,,
