Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 13 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 125.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,347,162,615,722,812,Pat. hat keine Schmerzen,0
102,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 131.067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,347,162,615,722,820,Pat. hat keine Schmerzen,1
103,freie Atemwege,Atemfreq: 13 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 126.064,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,347,162,615,722,812,Pat. hat keine Schmerzen,2
104,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 132.068,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,347,162,615,722,820,Pat. hat keine Schmerzen,3
105,freie Atemwege,Atemfreq: 13 /min|SpO2: 97 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 127.065,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,347,162,615,722,812,Pat. hat keine Schmerzen,4
106,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 133.069,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,347,162,615,722,820,Pat. hat keine Schmerzen,5
107,freie Atemwege,Atemfreq: 28 /min|SpO2: 79 %|vertiefte Atmung|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 86 /min|peripher kräftig tastbar|RR: 148.066,"wach, nicht orientiert",mittelweit,sehr aufgeregt,feucht|sichtbare Zyanose,606,663,423,906,104,117,126,135,345,617,347,162,615,722,812,Pat. klagt über Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,6
257,freie Atemwege,Atemfreq: 14 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 73 /min|peripher kräftig tastbar|RR: 134.073,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,347,162,615,722,812,Pat. hat keine Schmerzen,7
258,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 142.080,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,617,347,162,615,722,820,Pat. hat keine Schmerzen,8
259,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 139.080,"wach, orientiert",mittelweit,unauffällig,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,347,162,615,722,812,Pat. hat keine Schmerzen,9
260,,,,,,,,,,,,,,,,,,,,,,,,
277,freie Atemwege,Atemfreq: 24 /min|SpO2: 83 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 145.067,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,423,912,104,117,126,135,345,617,347,162,615,722,833,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,7
278,freie Atemwege,Atemfreq: 26 /min|SpO2: 83 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 149.068,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose,608,656,423,919,104,117,126,135,345,617,347,162,615,722,824,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,8
279,freie Atemwege,Atemfreq: 25 /min|SpO2: 81 %|Giemen und Brummen|sehr leises AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 142.062,"wach, nicht orientiert",mittelweit,aufgeregt,trocken|leichte Zyanose|,608,656,423,912,104,117,126,135,345,617,347,162,615,722,833,Pat. klagt über leichte Atemnot|Pat. hat keine Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,9
280,,,,,,,,,,,,,,,,,,,,,,,,
297,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 73 /min|peripher kräftig tastbar|RR: 134.073,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,347,162,615,722,820,Pat. hat keine Schmerzen,7
298,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 142.080,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,617,347,162,615,722,807,Pat. hat keine Schmerzen,8
