Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 69 /min|peripher tastbar|RR: 125/063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,737,812,Pat. hat keine Schmerzen,0
102,freie Atemwege,Atemfreq: 17 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 131/067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,737,820,Pat. hat keine Schmerzen,1
103,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 68 /min|peripher tastbar|RR: 126/064,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,737,812,Pat. hat keine Schmerzen,2
104,freie Atemwege,Atemfreq: 17 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 71 /min|peripher kräftig tastbar|RR: 132/068,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,737,820,Pat. hat keine Schmerzen,3
105,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 67 /min|peripher tastbar|RR: 127/065,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,737,812,Pat. hat keine Schmerzen,4
106,freie Atemwege,Atemfreq: 17 /min|SpO2: 96 %|normales AG hörbar,Herzfreq: 70 /min|peripher kräftig tastbar|RR: 133/069,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,737,820,Pat. hat keine Schmerzen,5
107,freie Atemwege,Atemfreq: 15 /min|SpO2: 95 %|normales AG hörbar,Herzfreq: 67 /min|peripher tastbar|RR: 128/066,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,430,906,104,117,126,135,345,617,418,242,615,737,812,Pat. hat keine Schmerzen,6
108,freie Atemwege,Atemfreq: 29 /min|SpO2: 97 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 152/090,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,430,926,104,117,126,135,345,617,418,242,615,737,820,Pat. klagt über sehr starke Schmerzen,7
208,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|flache Atmung|normales AG hörbar,Herzfreq: 68 /min|peripher tastbar|RR: 120/032,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,430,919,104,117,126,135,345,617,418,242,615,737,820,Pat. hat keine Schmerzen,8
209,freie Atemwege,Atemfreq: 12 /min|SpO2: 99 %|flache Atmung|normales AG hörbar,Herzfreq: 66 /min|peripher tastbar|RR: 117/032,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,430,912,104,117,126,135,345,617,418,242,615,737,812,Pat. hat keine Schmerzen,9
