Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 25 /min|SpO2: 99 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 143.083,"wach, orientiert",mittelweit,aufgeregt,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,812,Pat. klagt über sehr starke Schmerzen,0
201,freie Atemwege,Atemfreq: 11 /min|SpO2: 98 %|flache Atmung|normales AG hörbar,Herzfreq: 71 /min|peripher tastbar|RR: 111.025,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,1
202,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 76 /min|peripher tastbar|RR: 119.032,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,2
203,freie Atemwege,Atemfreq: 10 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher tastbar|RR: 116.032,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,3
204,freie Atemwege,Atemfreq: 11 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 79 /min|peripher tastbar|RR: 124.039,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,4
205,freie Atemwege,Atemfreq: 9 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 77 /min|peripher tastbar|RR: 121.039,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,5
206,freie Atemwege,Atemfreq: 11 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 83 /min|peripher tastbar|RR: 129.046,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,801,Pat. hat keine Schmerzen,6
207,freie Atemwege,Atemfreq: 8 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 126.046,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,7
208,freie Atemwege,Atemfreq: 10 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 87 /min|peripher kräftig tastbar|RR: 134.053,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,801,Pat. hat keine Schmerzen,8
209,freie Atemwege,Atemfreq: 7 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 85 /min|peripher kräftig tastbar|RR: 131.053,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,824,0,9
