Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 51 %|Atemstillstand|kein AG hörbar,Herzfreq: 52 /min|nur zentral noch tastbar|RR: 70/043,keine Reaktion,weit,,feucht|blass,615,663,420,953,104,117,126,135,345,650,388,281,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,0
231,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 87 /min|peripher tastbar|RR: 95/067,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,928,104,117,126,135,345,650,388,281,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,1
232,freie Atemwege,Atemfreq: 20 /min|SpO2: 85 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 91 /min|peripher tastbar|RR: 101/071,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,281,615,739,820,Monitoralarm / Pat. verschlechtert sich klinisch,2
233,freie Atemwege,Atemfreq: 18 /min|SpO2: 88 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 96/068,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,928,104,117,126,135,345,650,388,176,615,739,812,,3
234,freie Atemwege,Atemfreq: 20 /min|SpO2: 93 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 102/072,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,176,615,739,820,,4
235,freie Atemwege,Atemfreq: 18 /min|SpO2: 96 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 97/069,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,612,663,420,954,104,117,126,135,345,650,388,176,615,739,812,,5
236,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 103/073,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,612,663,420,920,104,117,126,135,345,650,388,176,615,739,820,,6
237,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 98/070,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,612,663,420,954,104,117,126,135,345,650,388,176,615,739,812,,7
238,freie Atemwege,Atemfreq: 20 /min|SpO2: 100 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 104/074,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,612,663,420,920,104,117,126,135,345,650,388,176,615,739,820,,8
239,freie Atemwege,Atemfreq: 18 /min|SpO2: 100 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 99/071,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,612,663,420,954,104,117,126,135,345,650,388,176,615,739,812,,9
240,,,,,,,,,,,,,,,,,,,,,,,,
271,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 51 /min|peripher tastbar|RR: 84/061,keine Reaktion,weit,,feucht|blass,615,663,420,928,104,117,126,135,345,650,388,281,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
272,Atemwegsverlegung,Atemfreq: 2 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 54 /min|peripher tastbar|RR: 90/065,keine Reaktion,weit,,feucht|blass,615,663,420,920,104,117,126,135,345,650,388,281,615,726,824,Monitoralarm / Pat. verschlechtert sich klinisch,10
273,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 51 /min|peripher tastbar|RR: 85/062,keine Reaktion,weit,,feucht|blass,615,663,420,928,104,117,126,135,345,650,388,176,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
274,Atemwegsverlegung,Atemfreq: 2 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 54 /min|peripher tastbar|RR: 91/066,keine Reaktion,weit,,feucht|blass,615,663,420,920,104,117,126,135,345,650,388,176,615,726,824,Monitoralarm / Pat. verschlechtert sich klinisch,10
275,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 51 /min|peripher tastbar|RR: 86/063,keine Reaktion,weit,,feucht|blass,615,663,420,954,104,117,126,135,345,650,388,176,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
276,Atemwegsverlegung,Atemfreq: 2 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 54 /min|peripher tastbar|RR: 92/067,keine Reaktion,weit,,feucht|blass,615,663,420,920,104,117,126,135,345,650,388,176,615,726,824,Monitoralarm / Pat. verschlechtert sich klinisch,10
277,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 51 /min|peripher tastbar|RR: 87/064,keine Reaktion,weit,,feucht|blass,615,663,420,954,104,117,126,135,345,650,388,176,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
278,Atemwegsverlegung,Atemfreq: 2 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 54 /min|peripher tastbar|RR: 93/068,keine Reaktion,weit,,feucht|blass,615,663,420,920,104,117,126,135,345,650,388,176,615,726,824,Monitoralarm / Pat. verschlechtert sich klinisch,10
279,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|kein AG hörbar,Herzfreq: 51 /min|peripher tastbar|RR: 88/065,keine Reaktion,weit,,feucht|blass,615,663,420,954,104,117,126,135,345,650,388,176,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
280,,,,,,,,,,,,,,,,,,,,,,,,
311,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 87 /min|peripher tastbar|RR: 95/067,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,928,104,117,126,135,345,650,388,281,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,1
312,freie Atemwege,Atemfreq: 20 /min|SpO2: 81 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 91 /min|peripher tastbar|RR: 101/071,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,281,615,739,820,Monitoralarm / Pat. verschlechtert sich klinisch,2
313,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 96/068,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,928,104,117,126,135,345,650,388,176,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,3
314,freie Atemwege,Atemfreq: 20 /min|SpO2: 81 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 102/072,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,176,615,739,820,Monitoralarm / Pat. verschlechtert sich klinisch,4
315,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 97/069,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,954,104,117,126,135,345,650,388,176,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,5
316,freie Atemwege,Atemfreq: 20 /min|SpO2: 81 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 103/073,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,176,615,739,820,Monitoralarm / Pat. verschlechtert sich klinisch,6
317,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 98/070,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,954,104,117,126,135,345,650,388,176,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,7
318,freie Atemwege,Atemfreq: 20 /min|SpO2: 81 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 90 /min|peripher tastbar|RR: 104/074,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,608,663,420,920,104,117,126,135,345,650,388,176,615,739,820,Monitoralarm / Pat. verschlechtert sich klinisch,8
319,freie Atemwege,Atemfreq: 18 /min|SpO2: 80 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 86 /min|peripher tastbar|RR: 99/071,"bewusstlos, gezielte Abwehr",mittelweit,,trocken|blass,606,663,420,954,104,117,126,135,345,650,388,176,615,739,812,Monitoralarm / Pat. verschlechtert sich klinisch,9
320,,,,,,,,,,,,,,,,,,,,,,,,
351,Atemwegsverlegung,Atemfreq: 0 /min|SpO2: 0 % nicht messbar|Atemstillstand|kein AG hörbar,Herzfreq: 52 /min|nur zentral noch tastbar|RR: 74/047,keine Reaktion,weit,,feucht|blass,615,663,420,928,104,117,126,135,345,650,388,281,615,726,833,Monitoralarm / Pat. verschlechtert sich klinisch,10
352,Atemwegsverlegung,Atemfreq: 2 /min|SpO2: 0 % nicht messbar|Atemstillstand|kein AG hörbar,Herzfreq: 55 /min|peripher tastbar|RR: 80/051,keine Reaktion,weit,,feucht|blass,615,663,420,920,104,117,126,135,345,650,388,281,615,726,824,Monitoralarm / Pat. verschlechtert sich klinisch,10
