Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA_SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 125.063,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,0
102,freie Atemwege,Atemfreq: 15 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 131.067,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,1
103,freie Atemwege,Atemfreq: 13 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 72 /min|peripher tastbar|RR: 126.064,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,2
104,freie Atemwege,Atemfreq: 27 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 88 /min|peripher kräftig tastbar|RR: 153.080,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,3
234,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 76 /min|peripher kräftig tastbar|RR: 136.066,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,4
235,freie Atemwege,Atemfreq: 13 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher tastbar|RR: 129.060,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,5
236,freie Atemwege,Atemfreq: 15 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 133.061,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,6
237,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 77 /min|peripher tastbar|RR: 126.055,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,7
238,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 83 /min|peripher kräftig tastbar|RR: 130.056,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,801,Pat. hat keine Schmerzen,8
239,freie Atemwege,Atemfreq: 12 /min|SpO2: 100 %|flache Atmung|normales AG hörbar,Herzfreq: 81 /min|peripher tastbar|RR: 123.050,"wach, orientiert",mittelweit,teilnahmslos,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,9
240,,,,,,,,,,,,,,,,,,,,,,,,
274,freie Atemwege,Atemfreq: 26 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 85 /min|peripher kräftig tastbar|RR: 158.082,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,4
275,freie Atemwege,Atemfreq: 25 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 79 /min|peripher kräftig tastbar|RR: 155.082,"wach, orientiert",mittelweit,sehr aufgeregt,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,5
276,freie Atemwege,Atemfreq: 27 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 163.089,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,824,Pat. hat keine Schmerzen,6
277,freie Atemwege,Atemfreq: 26 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 160.089,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,833,Pat. hat keine Schmerzen,7
278,freie Atemwege,Atemfreq: 28 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 78 /min|peripher kräftig tastbar|RR: 168.096,"wach, orientiert",mittelweit,hysterisch,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,8
279,freie Atemwege,Atemfreq: 26 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 165.096,"wach, orientiert",mittelweit,hysterisch,trocken|rosig|,612,656,423,912,104,117,126,135,345,617,418,242,615,722,836,Pat. hat keine Schmerzen,9
280,,,,,,,,,,,,,,,,,,,,,,,,
314,freie Atemwege,Atemfreq: 17 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 77 /min|peripher kräftig tastbar|RR: 137.071,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,4
315,freie Atemwege,Atemfreq: 14 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 75 /min|peripher kräftig tastbar|RR: 130.065,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,5
316,freie Atemwege,Atemfreq: 16 /min|SpO2: 100 %|normales AG hörbar,Herzfreq: 81 /min|peripher kräftig tastbar|RR: 134.066,"wach, orientiert",mittelweit,verlangsamt,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,6
