Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 134/078,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,906,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,0
351,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 138/082,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,1
352,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 62 /min|peripher kräftig tastbar|RR: 144/086,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,2
353,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 139/083,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,3
354,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 62 /min|peripher kräftig tastbar|RR: 145/087,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,4
355,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 140/084,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,5
356,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 62 /min|peripher kräftig tastbar|RR: 146/088,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,926,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,6
357,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 141/085,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,7
358,freie Atemwege,Atemfreq: 16 /min|SpO2: 99 %|normales AG hörbar,Herzfreq: 62 /min|peripher kräftig tastbar|RR: 147/089,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,919,104,117,126,135,345,617,418,242,615,722,820,Pat. hat keine Schmerzen,8
359,freie Atemwege,Atemfreq: 14 /min|SpO2: 98 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 142/086,"wach, orientiert",mittelweit,unauffällig,trocken|rosig,612,656,423,912,104,117,126,135,345,617,418,242,615,722,812,Pat. hat keine Schmerzen,9
