Status,Airway,Breathing,Circulation,Bewusstsein,Pupillen,Psyche,Haut,BGA-Oxy,BGA-SBH,Hb,BZ,Gerinnung,Leber,Niere,Infarkt,Lactat,Rö-Extremitäten,Rö-Thorax,Trauma-CT,Ultraschall,EKG,ZVD,Beschreibung,Übergangstabelle
101,freie Atemwege,Atemfreq: 21 /min|SpO2: 90 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 143.076,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,928,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,0
102,freie Atemwege,Atemfreq: 21 /min|SpO2: 91 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher kräftig tastbar|RR: 145.079,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,920,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,1
103,freie Atemwege,Atemfreq: 21 /min|SpO2: 90 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 142.077,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,954,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,2
104,freie Atemwege,Atemfreq: 21 /min|SpO2: 91 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher kräftig tastbar|RR: 144.080,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,920,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,3
105,freie Atemwege,Atemfreq: 21 /min|SpO2: 90 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 141.078,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,954,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,4
106,freie Atemwege,Atemfreq: 21 /min|SpO2: 91 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 74 /min|peripher kräftig tastbar|RR: 143.081,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,920,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,5
107,freie Atemwege,Atemfreq: 21 /min|SpO2: 90 %|vertiefte Atmung|normales AG hörbar,Herzfreq: 72 /min|peripher kräftig tastbar|RR: 140.079,"wach, nicht orientiert",mittelweit,sehr aufgeregt,trocken|blass,608,656,408,954,103,113,123,135,345,590,376,136,522,722,833,Pat. klagt über leichte Atemnot|Pat. klagt über starke Schmerzen,6
108,freie Atemwege,Atemfreq: 21 /min|SpO2: 0 % nicht messbar|vertiefte Atmung|normales AG hörbar,Herzfreq: 118 /min|nur zentral noch tastbar|RR: 57.032,somnolent,mittelweit,verlangsamt,feucht|blass,608,658,406,920,103,113,123,135,345,619,312,105,591,722,831,Pat. klagt über starke Schmerzen|Monitoralarm / Pat. verschlechtert sich klinisch,7
208,freie Atemwege,Atemfreq: 21 /min|SpO2: 93 %|normales AG hörbar,Herzfreq: 59 /min|peripher kräftig tastbar|RR: 137.049,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,608,656,408,906,103,113,123,135,345,530,460,123,612,722,833,Pat. klagt über leichte Atemnot,8
209,freie Atemwege,Atemfreq: 21 /min|SpO2: 94 %|normales AG hörbar,Herzfreq: 55 /min|peripher kräftig tastbar|RR: 138.051,"wach, orientiert",mittelweit,verlangsamt,trocken|blass,612,656,408,920,103,113,123,135,345,681,427,185,658,722,833,,9
210,,,,,,,,,,,,,,,,,,,,,,,,
218,freie Atemwege,Atemfreq: 21 /min|SpO2: 93 %|normales AG hörbar,Herzfreq: 65 /min|peripher tastbar|RR: 119.048,"wach, nicht orientiert",mittelweit,verlangsamt,trocken|blass,608,656,428,906,103,113,123,135,345,530,460,123,612,722,804,Pat. klagt über leichte Atemnot,8
